Freq.	V(n017)	V(n032)
1.49376612525382e+005	(3.02600326678868e+000dB,8.91180020904305e+000°)	(-8.55274222493141e+001dB,1.07274391509024e+002°)
1.52868125333394e+005	(2.47272944589885e+000dB,6.24751035317459e+000°)	(-8.65295388351369e+001dB,1.06780141559715e+002°)
1.56441248384687e+005	(1.91389350204732e+000dB,3.66253614835470e+000°)	(-8.75315475792477e+001dB,1.06292846717049e+002°)
1.60097889228271e+005	(1.35012337070165e+000dB,1.15475744900410e+000°)	(-8.85334392199216e+001dB,1.05812089242980e+002°)
1.63840000000004e+005	(7.81986948154156e-001dB,-1.27808579740304e+000°)	(-8.95352036180059e+001dB,1.05337444543098e+002°)
1.67669578464756e+005	(2.09995557444898e-001dB,-3.63834556557597e+000°)	(-9.05368296712363e+001dB,1.04868480146426e+002°)
1.71588669082936e+005	(-3.65392181887088e-001dB,-5.92842557542919e+000°)	(-9.15383052198116e+001dB,1.04404754631546e+002°)
1.75599364101951e+005	(-9.43766281436223e-001dB,-8.15074822258457e+000°)	(-9.25396169423141e+001dB,1.03945816495294e+002°)
1.79703804673172e+005	(-1.52476126447728e+000dB,-1.03077278381045e+001°)	(-9.35407502409677e+001dB,1.03491202960121e+002°)
1.83904181995013e+005	(-2.10805211542410e+000dB,-1.24017494808669e+001°)	(-9.45416891151185e+001dB,1.03040438716147e+002°)
1.88202738482719e+005	(-2.69335038110751e+000dB,-1.44351524889898e+001°)	(-9.55424160217015e+001dB,1.02593034593860e+002°)
1.92601768965512e+005	(-3.28040047987034e+000dB,-1.64102180663424e+001°)	(-9.65429117213295e+001dB,1.02148486163354e+002°)
1.97103621911699e+005	(-3.86897625317391e+000dB,-1.83291602451817e+001°)	(-9.75431551084926e+001dB,1.01706272256038e+002°)
2.01710700682436e+005	(-4.45887777798310e+000dB,-2.01941196380466e+001°)	(-9.85431230241997e+001dB,1.01265853404727e+002°)
2.06425464814782e+005	(-5.04992844587437e+000dB,-2.20071594654245e+001°)	(-9.95427900492166e+001dB,1.00826670198209e+002°)
2.11250431334746e+005	(-5.64197230585596e+000dB,-2.37702634165274e+001°)	(-1.00542128275862e+002dB,1.00388141546486e+002°)
2.16188176101037e+005	(-6.23487166162538e+000dB,-2.54853349664208e+001°)	(-1.01541107056116e+002dB,9.99496628532299e+001°)
2.21241335180202e+005	(-6.82850490983815e+000dB,-2.71541978324407e+001°)	(-1.02539692723548e+002dB,9.95106040923350e+001°)
2.26412606253927e+005	(-7.42276460342629e+000dB,-2.87785973058137e+001°)	(-1.03537848286354e+002dB,9.90703077860133e+001°)
2.31704750059214e+005	(-8.01755572268441e+000dB,-3.03602022406270e+001°)	(-1.04535533088462e+002dB,9.86280868825692e+001°)
2.37120591862238e+005	(-8.61279413640786e+000dB,-3.19006075221244e+001°)	(-1.05532702435426e+002dB,9.81832225329020e+001°)
2.42663022966637e+005	(-9.20840523556555e+000dB,-3.34013368702037e+001°)	(-1.06529307181463e+002dB,9.77349617659515e+001°)
2.48335002257070e+005	(-9.80432272261982e+000dB,-3.48638458625883e+001°)	(-1.07525293273653e+002dB,9.72825150647499e+001°)
2.54139557778846e+005	(-1.04004875405156e+001dB,-3.62895250860435e+001°)	(-1.08520601248968e+002dB,9.68250538465624e+001°)
2.60079788354477e+005	(-1.09968469264375e+001dB,-3.76797033438332e+001°)	(-1.09515165679377e+002dB,9.63617078528242e+001°)
2.66158865238019e+005	(-1.15933535765930e+001dB,-3.90356508639383e+001°)	(-1.10508914559878e+002dB,9.58915624573072e+001°)
2.72380033808076e+005	(-1.21899649094598e+001dB,-4.03585824659096e+001°)	(-1.11501768633885e+002dB,9.54136559042581e+001°)
2.78746615300384e+005	(-1.27866424161026e+001dB,-4.16496606550680e+001°)	(-1.12493640649945e+002dB,9.49269764922286e+001°)
2.85262008580882e+005	(-1.33833510872752e+001dB,-4.29099986215118e+001°)	(-1.13484434543344e+002dB,9.44304597240958e+001°)
2.91929691960234e+005	(-1.39800589080816e+001dB,-4.41406631283927e+001°)	(-1.14474044535717e+002dB,9.39229854494467e+001°)
2.98753225050765e+005	(-1.45767364119414e+001dB,-4.53426772794849e+001°)	(-1.15462354145399e+002dB,9.34033750322315e+001°)
3.05736250666789e+005	(-1.51733562865059e+001dB,-4.65170231604494e+001°)	(-1.16449235100901e+002dB,9.28703885845022e+001°)
3.12882496769374e+005	(-1.57698930249865e+001dB,-4.76646443516121e+001°)	(-1.17434546149607e+002dB,9.23227223163031e+001°)
3.20195778456543e+005	(-1.63663226170966e+001dB,-4.87864483127006e+001°)	(-1.18418131753682e+002dB,9.17590060625359e+001°)
3.27680000000009e+005	(-1.69626222744708e+001dB,-4.98833086419801e+001°)	(-1.19399820665107e+002dB,9.11778010600113e+001°)
3.35339156929513e+005	(-1.75587701860204e+001dB,-5.09560672137161e+001°)	(-1.20379424372053e+002dB,9.05775980620819e+001°)
3.43177338165873e+005	(-1.81547452992084e+001dB,-5.20055361989674e+001°)	(-1.21356735409228e+002dB,8.99568158943429e+001°)
3.51198728203902e+005	(-1.87505271237001e+001dB,-5.30324999754731e+001°)	(-1.22331525525723e+002dB,8.93138005729079e+001°)
3.59407609346345e+005	(-1.93460955542534e+001dB,-5.40377169329012e+001°)	(-1.23303543705209e+002dB,8.86468251267987e+001°)
3.67808363990026e+005	(-1.99414307100818e+001dB,-5.50219211800345e+001°)	(-1.24272514035178e+002dB,8.79540902878156e+001°)
3.76405476965439e+005	(-2.05365127882376e+001dB,-5.59858241606280e+001°)	(-1.25238133424591e+002dB,8.72337262347119e+001°)
3.85203537931024e+005	(-2.11313219288489e+001dB,-5.69301161847162e+001°)	(-1.26200069172678e+002dB,8.64837956030865e+001°)
3.94207243823399e+005	(-2.17258380902804e+001dB,-5.78554678821090e+001°)	(-1.27157956396174e+002dB,8.57022979974289e+001°)
4.03421401364874e+005	(-2.23200409325071e+001dB,-5.87625315847167e+001°)	(-1.28111395327905e+002dB,8.48871762661718e+001°)
4.12850929629564e+005	(-2.29139097071707e+001dB,-5.96519426442047e+001°)	(-1.29059948506681e+002dB,8.40363248229999e+001°)
4.22500862669493e+005	(-2.35074231529467e+001dB,-6.05243206913139e+001°)	(-1.30003137887014e+002dB,8.31476003160556e+001°)
4.32376352202074e+005	(-2.41005593949901e+001dB,-6.13802708430047e+001°)	(-1.30940441907351e+002dB,8.22188349586560e+001°)
4.42482670360405e+005	(-2.46932958473398e+001dB,-6.22203848634024e+001°)	(-1.31871292567450e+002dB,8.12478528375274e+001°)
4.52825212507854e+005	(-2.52856091172649e+001dB,-6.30452422843439e+001°)	(-1.32795072579051e+002dB,8.02324895036679e+001°)
4.63409500118429e+005	(-2.58774749106170e+001dB,-6.38554114911583e+001°)	(-1.33711112669094e+002dB,7.91706151224534e+001°)
4.74241183724477e+005	(-2.64688679373210e+001dB,-6.46514507791627e+001°)	(-1.34618689130918e+002dB,7.80601614086915e+001°)
4.85326045933275e+005	(-2.70597618161962e+001dB,-6.54339093862198e+001°)	(-1.35517021735567e+002dB,7.68991524940584e+001°)
4.96670004514142e+005	(-2.76501289783413e+001dB,-6.62033285065914e+001°)	(-1.36405272131688e+002dB,7.56857397640024e+001°)
5.08279115557693e+005	(-2.82399405683546e+001dB,-6.69602422912315e+001°)	(-1.37282542877156e+002dB,7.44182405548753e+001°)
5.20159576708955e+005	(-2.88291663426840e+001dB,-6.77051788395988e+001°)	(-1.38147877257014e+002dB,7.30951804176339e+001°)
5.32317730476038e+005	(-2.94177745644201e+001dB,-6.84386611880314e+001°)	(-1.39000260048608e+002dB,7.17153384325141e+001°)
5.44760067616153e+005	(-3.00057318938540e+001dB,-6.91612082997137e+001°)	(-1.39838619393678e+002dB,7.02777948040651e+001°)
5.57493230600769e+005	(-3.05930032741241e+001dB,-6.98733360612857e+001°)	(-1.40661829926483e+002dB,6.87819796873874e+001°)
5.70524017161765e+005	(-3.11795518112709e+001dB,-7.05755582911918e+001°)	(-1.41468717284615e+002dB,6.72277219096942e+001°)
5.83859383920470e+005	(-3.17653386480089e+001dB,-7.12683877649441e+001°)	(-1.42258064093452e+002dB,6.56152959781885e+001°)
5.97506450101530e+005	(-3.23503228305058e+001dB,-7.19523372625829e+001°)	(-1.43028617465594e+002dB,6.39454655331920e+001°)
6.11472501333580e+005	(-3.29344611674399e+001dB,-7.26279206437593e+001°)	(-1.43779097993824e+002dB,6.22195212460567e+001°)
6.25764993538749e+005	(-3.35177080805739e+001dB,-7.32956539560350e+001°)	(-1.44508210142681e+002dB,6.04393111072435e+001°)
6.40391556913086e+005	(-3.41000154460549e+001dB,-7.39560565822012e+001°)	(-1.45214653864095e+002dB,5.86072611300275e+001°)
6.55360000000019e+005	(-3.46813324256076e+001dB,-7.46096524326552e+001°)	(-1.45897137183022e+002dB,5.67263847295279e+001°)
6.70678313859026e+005	(-3.52616052867480e+001dB,-7.52569711891496e+001°)	(-1.46554389427573e+002dB,5.48002794303226e+001°)
6.86354676331746e+005	(-3.58407772110938e+001dB,-7.58985496065290e+001°)	(-1.47185174723085e+002dB,5.28331100943551e+001°)
7.02397456407806e+005	(-3.64187880897964e+001dB,-7.65349328794193e+001°)	(-1.47788305338774e+002dB,5.08295785079883e+001°)
7.18815218692691e+005	(-3.69955743050622e+001dB,-7.71666760812017e+001°)	(-1.48362654474709e+002dB,4.87948798661835e+001°)
7.35616727980052e+005	(-3.75710684966692e+001dB,-7.77943456830214e+001°)	(-1.48907168108264e+002dB,4.67346473715354e+001°)
7.52810953930879e+005	(-3.81451993123190e+001dB,-7.84185211610197e+001°)	(-1.49420875580781e+002dB,4.46548867499939e+001°)
7.70407075862049e+005	(-3.87178911405968e+001dB,-7.90397967004600e+001°)	(-1.49902898690452e+002dB,4.25619029051643e+001°)
7.88414487646799e+005	(-3.92890638252387e+001dB,-7.96587830059214e+001°)	(-1.50352459155849e+002dB,4.04622211412611e+001°)
8.06842802729748e+005	(-3.98586323593328e+001dB,-8.02761092272749e+001°)	(-1.50768884413383e+002dB,3.83625053641089e+001°)
8.25701859259129e+005	(-4.04265065580031e+001dB,-8.08924250117173e+001°)	(-1.51151611798260e+002dB,3.62694754386647e+001°)
8.45001725338988e+005	(-4.09925907080516e+001dB,-8.15084026927193e+001°)	(-1.51500191221695e+002dB,3.41898254923932e+001°)
8.64752704404150e+005	(-4.15567831929550e+001dB,-8.21247396273440e+001°)	(-1.51814286490635e+002dB,3.21301444826614e+001°)
8.84965340720812e+005	(-4.21189760915443e+001dB,-8.27421606939937e+001°)	(-1.52093675419294e+002dB,3.00968398790693e+001°)
9.05650425015709e+005	(-4.26790547486242e+001dB,-8.33614209632458e+001°)	(-1.52338248858758e+002dB,2.80960649274468e+001°)
9.26819000236860e+005	(-4.32368973157300e+001dB,-8.39833085550225e+001°)	(-1.52548008731030e+002dB,2.61336497184426e+001°)
9.48482367448955e+005	(-4.37923742601722e+001dB,-8.46086476958932e+001°)	(-1.52723065108617e+002dB,2.42150362056398e+001°)
9.70652091866552e+005	(-4.43453478404817e+001dB,-8.52383019908179e+001°)	(-1.52863632341885e+002dB,2.23452173961190e+001°)
9.93340009028285e+005	(-4.48956715463571e+001dB,-8.58731779240705e+001°)	(-1.52970024213516e+002dB,2.05286811294663e+001°)
1.00000000000000e+006	(-4.50543170523152e+001dB,-8.60579008923410e+001°)	(-1.52994478655547e+002dB,2.00138205831520e+001°)
